date,sub_title_non_zero_pr,sub_title_top_50_pr,sub_title_top_75_pr,sub_title_pr_4_bins,sub_title_pr_normalized,sub_title_pr_norm_plus_base,sub_title_pos_non_zero_pr,sub_title_pos_top_50_pr,sub_title_pos_top_75_pr,sub_title_pos_pr_4_bins,sub_title_pos_pr_normalized,sub_title_pos_pr_norm_plus_base,sub_title_very_pos_non_zero_pr,sub_title_very_pos_top_50_pr,sub_title_very_pos_top_75_pr,sub_title_very_pos_pr_4_bins,sub_title_very_pos_pr_normalized,sub_title_very_pos_pr_norm_plus_base,sub_title_neg_non_zero_pr,sub_title_neg_top_50_pr,sub_title_neg_top_75_pr,sub_title_neg_pr_4_bins,sub_title_neg_pr_normalized,sub_title_neg_pr_norm_plus_base,sub_title_very_neg_non_zero_pr,sub_title_very_neg_top_50_pr,sub_title_very_neg_top_75_pr,sub_title_very_neg_pr_4_bins,sub_title_very_neg_pr_normalized,sub_title_very_neg_pr_norm_plus_base,sub_body_non_zero_pr,sub_body_top_50_pr,sub_body_top_75_pr,sub_body_pr_4_bins,sub_body_pr_normalized,sub_body_pr_norm_plus_base,sub_body_pos_non_zero_pr,sub_body_pos_top_50_pr,sub_body_pos_top_75_pr,sub_body_pos_pr_4_bins,sub_body_pos_pr_normalized,sub_body_pos_pr_norm_plus_base,sub_body_very_pos_non_zero_pr,sub_body_very_pos_top_50_pr,sub_body_very_pos_top_75_pr,sub_body_very_pos_pr_4_bins,sub_body_very_pos_pr_normalized,sub_body_very_pos_pr_norm_plus_base,sub_body_neg_non_zero_pr,sub_body_neg_top_50_pr,sub_body_neg_top_75_pr,sub_body_neg_pr_4_bins,sub_body_neg_pr_normalized,sub_body_neg_pr_norm_plus_base,sub_body_very_neg_non_zero_pr,sub_body_very_neg_top_50_pr,sub_body_very_neg_top_75_pr,sub_body_very_neg_pr_4_bins,sub_body_very_neg_pr_normalized,sub_body_very_neg_pr_norm_plus_base,com_body_non_zero_pr,com_body_top_50_pr,com_body_top_75_pr,com_body_pr_4_bins,com_body_pr_normalized,com_body_pr_norm_plus_base,com_body_pos_non_zero_pr,com_body_pos_top_50_pr,com_body_pos_top_75_pr,com_body_pos_pr_4_bins,com_body_pos_pr_normalized,com_body_pos_pr_norm_plus_base,com_body_very_pos_non_zero_pr,com_body_very_pos_top_50_pr,com_body_very_pos_top_75_pr,com_body_very_pos_pr_4_bins,com_body_very_pos_pr_normalized,com_body_very_pos_pr_norm_plus_base,com_body_neg_non_zero_pr,com_body_neg_top_50_pr,com_body_neg_top_75_pr,com_body_neg_pr_4_bins,com_body_neg_pr_normalized,com_body_neg_pr_norm_plus_base,com_body_very_neg_non_zero_pr,com_body_very_neg_top_50_pr,com_body_very_neg_top_75_pr,com_body_very_neg_pr_4_bins,com_body_very_neg_pr_normalized,com_body_very_neg_pr_norm_plus_base
2012-01-11,0.0,0.0,0.0,2.25,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.09,0.0,0.0,0.0,0.75,0.0,0.03,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,0.75,0.0,0.03,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,32.75,0.0,1.310000000000001,0.0,0.0,0.0,7.25,0.0,0.2900000000000001,0.0,0.0,0.0,3.5,0.0,0.13999999999999999,0.0,0.0,0.0,4.0,0.0,0.16,0.0,0.0,0.0,1.0,0.0,0.04
2012-01-12,0.0,0.0,0.0,1.75,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.07,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,26.75,0.0,1.0700000000000007,0.0,0.0,0.0,7.25,0.0,0.2900000000000001,0.0,0.0,0.0,2.75,0.0,0.10999999999999999,0.0,0.0,0.0,2.75,0.0,0.10999999999999999,0.0,0.0,0.0,1.0,0.0,0.04
2012-01-13,0.0,0.0,0.0,3.0,0.0,0.11999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.11999999999999998,0.0,0.0,0.0,0.75,0.0,0.03,0.0,0.0,0.0,0.5,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.25,0.0,1.2100000000000009,0.0,0.0,0.0,7.75,0.0,0.3100000000000001,0.0,0.0,0.0,4.25,0.0,0.17,0.0,0.0,0.0,4.0,0.0,0.16,0.0,0.0,0.0,2.25,0.0,0.09
2012-01-14,0.0,0.0,0.0,1.5,0.0,0.060000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.060000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.5600000000000003,0.0,0.0,0.0,3.0,0.0,0.11999999999999998,0.0,0.0,0.0,1.25,0.0,0.05,0.0,0.0,0.0,2.5,0.0,0.09999999999999999,0.0,0.0,0.0,0.75,0.0,0.03
2012-01-15,0.0,0.0,0.0,2.75,0.0,0.10999999999999999,0.0,0.0,0.0,0.5,0.0,0.02,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,2.75,0.0,0.10999999999999999,0.0,0.0,0.0,0.5,0.0,0.02,0.0,0.0,0.0,0.5,0.0,0.02,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,12.5,0.0,0.5000000000000002,0.0,0.0,0.0,1.75,0.0,0.07,0.0,0.0,0.0,0.5,0.0,0.02,0.0,0.0,0.0,2.0,0.0,0.08,0.0,0.0,0.0,1.25,0.0,0.05
2012-01-16,0.0,0.0,0.0,5.0,0.0,0.20000000000000004,0.0,0.0,0.0,0.75,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.20000000000000004,0.0,0.0,0.0,0.75,0.0,0.03,0.0,0.0,0.0,0.75,0.0,0.03,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.25,0.0,2.52999999999999,0.0,0.0,0.0,17.75,0.0,0.7100000000000004,0.0,0.0,0.0,8.75,0.0,0.35000000000000014,0.0,0.0,0.0,4.5,0.0,0.18000000000000002,0.0,0.0,0.0,2.25,0.0,0.09
2012-01-17,0.0,0.0,0.0,2.75,0.0,0.10999999999999999,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.10999999999999999,0.0,0.0,0.0,0.5,0.0,0.02,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.25,0.0,1.2100000000000009,0.0,0.0,0.0,10.25,0.0,0.4100000000000002,0.0,0.0,0.0,5.0,0.0,0.20000000000000004,0.0,0.0,0.0,1.75,0.0,0.07,0.0,0.0,0.0,0.5,0.0,0.02
2012-01-18,0.0,0.0,0.0,2.25,0.0,0.09,0.0,0.0,0.0,0.5,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,2.25,0.0,0.09,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,1.0400000000000007,0.0,0.0,0.0,5.75,0.0,0.23000000000000007,0.0,0.0,0.0,1.75,0.0,0.07,0.0,0.0,0.0,3.75,0.0,0.15,0.0,0.0,0.0,1.25,0.0,0.05
2012-01-19,0.0,0.0,0.0,1.5,0.0,0.060000000000000005,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.060000000000000005,0.0,0.0,0.0,0.5,0.0,0.02,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,0.5,0.0,0.02,0.0,0.0,0.0,0.5,0.0,0.02,0.0,0.0,0.0,32.25,0.0,1.290000000000001,0.0,0.0,0.0,9.25,0.0,0.37000000000000016,0.0,0.0,0.0,2.75,0.0,0.10999999999999999,0.0,0.0,0.0,3.0,0.0,0.11999999999999998,0.0,0.0,0.0,1.5,0.0,0.060000000000000005
2012-01-20,0.0,0.0,0.0,1.75,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.07,0.0,0.0,0.0,0.75,0.0,0.03,0.0,0.0,0.0,0.5,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.6800000000000004,0.0,0.0,0.0,4.5,0.0,0.18000000000000002,0.0,0.0,0.0,1.5,0.0,0.060000000000000005,0.0,0.0,0.0,1.5,0.0,0.060000000000000005,0.0,0.0,0.0,0.25,0.0,0.01
2012-01-21,0.0,0.0,0.0,1.5,0.0,0.060000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.060000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,0.0,0.5700000000000003,0.0,0.0,0.0,4.75,0.0,0.19000000000000003,0.0,0.0,0.0,2.5,0.0,0.09999999999999999,0.0,0.0,0.0,0.75,0.0,0.03,0.0,0.0,0.0,0.75,0.0,0.03
2012-01-22,0.0,0.0,0.0,2.25,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.09,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.9600000000000006,0.0,0.0,0.0,10.5,0.0,0.4200000000000002,0.0,0.0,0.0,5.5,0.0,0.22000000000000006,0.0,0.0,0.0,1.25,0.0,0.05,0.0,0.0,0.0,0.5,0.0,0.02
2012-01-23,0.0,0.0,0.0,2.5,0.0,0.09999999999999999,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.09999999999999999,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,1.0400000000000007,0.0,0.0,0.0,10.0,0.0,0.4000000000000002,0.0,0.0,0.0,4.5,0.0,0.18000000000000002,0.0,0.0,0.0,1.5,0.0,0.060000000000000005,0.0,0.0,0.0,1.0,0.0,0.04
2012-01-24,0.0,0.0,0.0,3.0,0.0,0.11999999999999998,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.11999999999999998,0.0,0.0,0.0,0.5,0.0,0.02,0.0,0.0,0.0,0.5,0.0,0.02,0.0,0.0,0.0,0.5,0.0,0.02,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,54.5,0.0,2.1799999999999975,0.0,0.0,0.0,15.5,0.0,0.6200000000000003,0.0,0.0,0.0,8.5,0.0,0.34000000000000014,0.0,0.0,0.0,8.25,0.0,0.3300000000000001,0.0,0.0,0.0,3.75,0.0,0.15
2012-01-25,0.0,0.0,0.0,2.75,0.0,0.10999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.10999999999999999,0.0,0.0,0.0,0.75,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5,0.0,1.340000000000001,0.0,0.0,0.0,9.75,0.0,0.3900000000000002,0.0,0.0,0.0,5.5,0.0,0.22000000000000006,0.0,0.0,0.0,3.75,0.0,0.15,0.0,0.0,0.0,0.75,0.0,0.03
2012-01-26,0.0,0.0,0.0,1.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.6600000000000004,0.0,0.0,0.0,4.5,0.0,0.18000000000000002,0.0,0.0,0.0,2.75,0.0,0.10999999999999999,0.0,0.0,0.0,1.0,0.0,0.04,0.0,0.0,0.0,0.5,0.0,0.02
2012-01-27,0.0,0.0,0.0,4.5,0.0,0.18000000000000002,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.18000000000000002,0.0,0.0,0.0,1.25,0.0,0.05,0.0,0.0,0.0,1.0,0.0,0.04,0.0,0.0,0.0,0.5,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,1.360000000000001,0.0,0.0,0.0,10.5,0.0,0.4200000000000002,0.0,0.0,0.0,5.75,0.0,0.23000000000000007,0.0,0.0,0.0,2.5,0.0,0.09999999999999999,0.0,0.0,0.0,0.25,0.0,0.01
2012-01-28,0.0,0.0,0.0,3.25,0.0,0.12999999999999998,0.0,0.0,0.0,0.5,0.0,0.02,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.0,0.12999999999999998,0.0,0.0,0.0,0.75,0.0,0.03,0.0,0.0,0.0,0.5,0.0,0.02,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,30.5,0.0,1.2200000000000009,0.0,0.0,0.0,8.25,0.0,0.3300000000000001,0.0,0.0,0.0,5.5,0.0,0.22000000000000006,0.0,0.0,0.0,4.75,0.0,0.19000000000000003,0.0,0.0,0.0,2.25,0.0,0.09
